Carrer / Calle;OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
TRES FORQUES;257774;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3918921291874778, 39.464036654812844], ""type"": ""Point""}";39.464036654812844, -0.3918921291874778
POETA ALBEROLA;257778;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39457205705881054, 39.469582375836666], ""type"": ""Point""}";39.469582375836666, -0.39457205705881054
LUZ;257784;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4143291781825457, 39.46886779453969], ""type"": ""Point""}";39.46886779453969, -0.4143291781825457
POETA QUINTANA;257787;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3708845112467065, 39.470635200664866], ""type"": ""Point""}";39.470635200664866, -0.3708845112467065
SANTOS JUSTO Y PASTOR;257792;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3370904464609695, 39.46656917237055], ""type"": ""Point""}";39.46656917237055, -0.3370904464609695
FRANCIA;257795;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3501302962476563, 39.4596845751478], ""type"": ""Point""}";39.4596845751478, -0.3501302962476563
ERNESTO ANASTASIO;257797;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33396484509656116, 39.465064704597985], ""type"": ""Point""}";39.465064704597985, -0.33396484509656116
TRAMOYERES;257799;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33097366308176346, 39.472302282818085], ""type"": ""Point""}";39.472302282818085, -0.33097366308176346
ALBERIQUE;257805;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3887652033660539, 39.46770927040572], ""type"": ""Point""}";39.46770927040572, -0.3887652033660539
ARQUITECTO RIBES;257809;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40725272047504296, 39.471286923434754], ""type"": ""Point""}";39.471286923434754, -0.40725272047504296
CIUTAT DE MISLATA;257811;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.41082588563927763, 39.470149465544544], ""type"": ""Point""}";39.470149465544544, -0.41082588563927763
MALVARROSA;257815;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3279451234096581, 39.482445996661994], ""type"": ""Point""}";39.482445996661994, -0.3279451234096581
MALVARROSA;257818;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.32811740687256813, 39.4788504444091], ""type"": ""Point""}";39.4788504444091, -0.32811740687256813
RETOR;257820;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36624631396398905, 39.45880922530075], ""type"": ""Point""}";39.45880922530075, -0.36624631396398905
OBISPO JAIME PEREZ;257822;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36691713373514445, 39.45994466938672], ""type"": ""Point""}";39.45994466938672, -0.36691713373514445
PE-ARROCHA;257825;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35530792823514956, 39.46186485831927], ""type"": ""Point""}";39.46186485831927, -0.35530792823514956
JOSE FAUS;257829;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3548019736337552, 39.46533014506849], ""type"": ""Point""}";39.46533014506849, -0.3548019736337552
ALMIRANTE CADARSO;257834;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36693502252791865, 39.46381952290756], ""type"": ""Point""}";39.46381952290756, -0.36693502252791865
CONDE DE ALTEA;257837;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3647559490969566, 39.46734516067061], ""type"": ""Point""}";39.46734516067061, -0.3647559490969566
ALMIRANTE CADARSO;257842;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3686387799443712, 39.46625700941234], ""type"": ""Point""}";39.46625700941234, -0.3686387799443712
JOSE MARIA MORTES LERMA;257846;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40198635876634153, 39.462840612393656], ""type"": ""Point""}";39.462840612393656, -0.40198635876634153
ALMIRANTE CADARSO;257847;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36769494218244164, 39.46490952274552], ""type"": ""Point""}";39.46490952274552, -0.36769494218244164
ALMIRANTE CADARSO;257849;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3684629101092234, 39.46599197040226], ""type"": ""Point""}";39.46599197040226, -0.3684629101092234
PUERTO DE LA ALBUFERA;257854;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3337867113668344, 39.382943678372925], ""type"": ""Point""}";39.382943678372925, -0.3337867113668344
FRAY JUNIPERO SERRA;257856;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4009547417394776, 39.46298810181206], ""type"": ""Point""}";39.46298810181206, -0.4009547417394776
CONDE DE ALTEA;257857;10;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.368011747182797, 39.46604141865121], ""type"": ""Point""}";39.46604141865121, -0.368011747182797
CONDE DE ALTEA;257858;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36767505156964203, 39.466183771083436], ""type"": ""Point""}";39.466183771083436, -0.36767505156964203
AMPARO BALLESTER;257859;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33504228351868254, 39.47285388874587], ""type"": ""Point""}";39.47285388874587, -0.33504228351868254
CONDE DE ALTEA;257860;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36698150152274733, 39.466475277315325], ""type"": ""Point""}";39.466475277315325, -0.36698150152274733
PEDRO CABANES;257863;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37855694042910387, 39.494180026879214], ""type"": ""Point""}";39.494180026879214, -0.37855694042910387
AGUSTIN VELARTE MORTE;257865;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36288993916913415, 39.4239474269227], ""type"": ""Point""}";39.4239474269227, -0.36288993916913415
MALILLA;257872;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37993224943343856, 39.44695190907601], ""type"": ""Point""}";39.44695190907601, -0.37993224943343856
VINAROZ;257873;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3636170632094024, 39.48916864104436], ""type"": ""Point""}";39.48916864104436, -0.3636170632094024
TONELEROS;257886;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33690986173248677, 39.459827092444], ""type"": ""Point""}";39.459827092444, -0.33690986173248677
RICARDO MUtOZ SUAY (CINEASTA);257888;13;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35443546107766355, 39.454362234665396], ""type"": ""Point""}";39.454362234665396, -0.35443546107766355
ESPINOSA;257891;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38588284526380295, 39.47208408435614], ""type"": ""Point""}";39.47208408435614, -0.38588284526380295
RAMON ASENSIO;257893;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3590544383781367, 39.48188604276013], ""type"": ""Point""}";39.48188604276013, -0.3590544383781367
SERPIS;257895;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3453149853269498, 39.47509728413093], ""type"": ""Point""}";39.47509728413093, -0.3453149853269498
SERPIS;257897;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34384530453206175, 39.474692278698505], ""type"": ""Point""}";39.474692278698505, -0.34384530453206175
SERPIS;257898;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3425140659891739, 39.47427460154208], ""type"": ""Point""}";39.47427460154208, -0.3425140659891739
PINTOR STOLZ;257903;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39713058756758485, 39.46897232563646], ""type"": ""Point""}";39.46897232563646, -0.39713058756758485
PINTOR STOLZ;257904;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39779754047507787, 39.469093655956335], ""type"": ""Point""}";39.469093655956335, -0.39779754047507787
MAUROS;257907;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36032457994020206, 39.429666509505076], ""type"": ""Point""}";39.429666509505076, -0.36032457994020206
VICENTE PERIS;257909;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3815052904337551, 39.4892097720335], ""type"": ""Point""}";39.4892097720335, -0.3815052904337551
PINTOR SOROLLA;257910;15;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37306663691719016, 39.47102463893705], ""type"": ""Point""}";39.47102463893705, -0.37306663691719016
JOSE DE ORGA;257912;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34513963452747903, 39.47073222321482], ""type"": ""Point""}";39.47073222321482, -0.34513963452747903
SALVADOR CERVERO;257916;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3915170574715354, 39.49845709591649], ""type"": ""Point""}";39.49845709591649, -0.3915170574715354
RASCAtA;257919;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3957151992846103, 39.482028437147385], ""type"": ""Point""}";39.482028437147385, -0.3957151992846103
GREGORIO MAYANS;257921;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3718365622045553, 39.465240153430365], ""type"": ""Point""}";39.465240153430365, -0.3718365622045553
CIRILO AMOROS;257924;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37385408851004565, 39.466365655485056], ""type"": ""Point""}";39.466365655485056, -0.37385408851004565
NAVARRA;257926;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38584938037604033, 39.4673979570416], ""type"": ""Point""}";39.4673979570416, -0.38584938037604033
NAVARRA;257927;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3858038751319527, 39.46746224732387], ""type"": ""Point""}";39.46746224732387, -0.3858038751319527
JORGE JUAN;257928;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36930839824530276, 39.469144892400976], ""type"": ""Point""}";39.469144892400976, -0.36930839824530276
DOCTOR J.J. DOMINE;257929;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.330134440363704, 39.46263295494388], ""type"": ""Point""}";39.46263295494388, -0.330134440363704
JORGE JUAN;257939;14;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36913543495713413, 39.46889500992549], ""type"": ""Point""}";39.46889500992549, -0.36913543495713413
PADRE URBANO;257943;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36911071724081795, 39.48802187681816], ""type"": ""Point""}";39.48802187681816, -0.36911071724081795
FRANCIA;257946;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3412091733763616, 39.45774139270612], ""type"": ""Point""}";39.45774139270612, -0.3412091733763616
TRES DE ABRIL DE 1979;257950;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34358269835519906, 39.45713444328633], ""type"": ""Point""}";39.45713444328633, -0.34358269835519906
LUIS BOLINCHES COMPA;257952;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34376563945453237, 39.45716254289653], ""type"": ""Point""}";39.45716254289653, -0.34376563945453237
MUSICO GINES;257953;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34276219488093707, 39.47150573477104], ""type"": ""Point""}";39.47150573477104, -0.34276219488093707
SAN BRUNO;257955;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37176341908590493, 39.49028420045985], ""type"": ""Point""}";39.49028420045985, -0.37176341908590493
PADRE URBANO;257957;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37326436789386436, 39.488952654788356], ""type"": ""Point""}";39.488952654788356, -0.37326436789386436
SAGUNTO;257961;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37460062607507816, 39.489904911318796], ""type"": ""Point""}";39.489904911318796, -0.37460062607507816
HOMERO;257971;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3500220561659733, 39.47103626979552], ""type"": ""Point""}";39.47103626979552, -0.3500220561659733
REPUBLICA ARGENTINA;257977;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35241942104918866, 39.47114191218889], ""type"": ""Point""}";39.47114191218889, -0.35241942104918866
POETA MAS Y ROS;257979;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34953522157583367, 39.470835325619056], ""type"": ""Point""}";39.470835325619056, -0.34953522157583367
ALBALAT DELS TARONGERS;257985;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3508862828064329, 39.47815309028107], ""type"": ""Point""}";39.47815309028107, -0.3508862828064329
MAESTRO GOZALBO;257988;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3696415049615054, 39.46582027879776], ""type"": ""Point""}";39.46582027879776, -0.3696415049615054
SAN FRANCISCO DE PAULA;257991;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3332194330893157, 39.44770796713754], ""type"": ""Point""}";39.44770796713754, -0.3332194330893157
MANUEL DE FALLA;257993;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4028707656257703, 39.47524649228543], ""type"": ""Point""}";39.47524649228543, -0.4028707656257703
SANTA POLA;257998;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3329492562595137, 39.44555592486959], ""type"": ""Point""}";39.44555592486959, -0.3329492562595137
ALCAoIZ;258001;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37744804881562743, 39.49158218876406], ""type"": ""Point""}";39.49158218876406, -0.37744804881562743
MONTE CARMELO;258008;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37436928027143296, 39.4963930315307], ""type"": ""Point""}";39.4963930315307, -0.37436928027143296
PINTOR GENARO LAHUERTA;258013;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36674475584136706, 39.486578267284486], ""type"": ""Point""}";39.486578267284486, -0.36674475584136706
JOSE AGUIRRE;258018;15;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33205869315512715, 39.46145919087564], ""type"": ""Point""}";39.46145919087564, -0.33205869315512715
VISITACION;258022;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37720334204785283, 39.48355427727285], ""type"": ""Point""}";39.48355427727285, -0.37720334204785283
LERIDA;258023;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3769451011585639, 39.48369190400265], ""type"": ""Point""}";39.48369190400265, -0.3769451011585639
OLOF PALME;258028;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3491662713936751, 39.47300938062382], ""type"": ""Point""}";39.47300938062382, -0.3491662713936751
CONCHA ESPINA;258031;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3517617949974478, 39.472725343082345], ""type"": ""Point""}";39.472725343082345, -0.3517617949974478
DOCTOR VICENTE PALLARES;258034;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.351966893823712, 39.47361000151327], ""type"": ""Point""}";39.47361000151327, -0.351966893823712
REPUBLICA ARGENTINA;258035;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35121550339420554, 39.47331949719979], ""type"": ""Point""}";39.47331949719979, -0.35121550339420554
REPUBLICA ARGENTINA;258038;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35095913229418874, 39.473731299288666], ""type"": ""Point""}";39.473731299288666, -0.35095913229418874
AMISTAT;258039;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3522709409962115, 39.47440274553509], ""type"": ""Point""}";39.47440274553509, -0.3522709409962115
CUENCA;258042;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3903625319720346, 39.461887901486854], ""type"": ""Point""}";39.461887901486854, -0.3903625319720346
ACTOR MAURI;258050;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33449810873495434, 39.47325678268631], ""type"": ""Point""}";39.47325678268631, -0.33449810873495434
CONDE DE ALTEA;258052;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3696217371310453, 39.465379355423835], ""type"": ""Point""}";39.465379355423835, -0.3696217371310453
CONDE DE ALTEA;258053;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36919896303934724, 39.465473485871975], ""type"": ""Point""}";39.465473485871975, -0.36919896303934724
HONDURAS;257061;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34513167217443713, 39.473888626583516], ""type"": ""Point""}";39.473888626583516, -0.34513167217443713
HONDURAS;257062;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34521151486078366, 39.47391130591054], ""type"": ""Point""}";39.47391130591054, -0.34521151486078366
ACTOR ENRIQUE RAMBAL;257066;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3414844346980376, 39.473295493064825], ""type"": ""Point""}";39.473295493064825, -0.3414844346980376
ACTOR ENRIQUE RAMBAL;257067;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34201135078151396, 39.47277213862509], ""type"": ""Point""}";39.47277213862509, -0.34201135078151396
SERPIS;257069;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3397594648063247, 39.47347754218969], ""type"": ""Point""}";39.47347754218969, -0.3397594648063247
XATIVA;257070;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37806871503312106, 39.46773060993637], ""type"": ""Point""}";39.46773060993637, -0.37806871503312106
MANUEL DE FALLA;257071;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3994815966007616, 39.47585637840952], ""type"": ""Point""}";39.47585637840952, -0.3994815966007616
MANUEL DE FALLA;257073;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4021891152259957, 39.47532084898544], ""type"": ""Point""}";39.47532084898544, -0.4021891152259957
MARIA ZAMBRANO (FILOSOFA);257076;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39604911042293633, 39.465044221625654], ""type"": ""Point""}";39.465044221625654, -0.39604911042293633
PINTOR MAELLA;257077;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34750429571483354, 39.461369002068025], ""type"": ""Point""}";39.461369002068025, -0.34750429571483354
CAMPILLO DE ALTOBUEY;257079;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3359335411529842, 39.47584808108047], ""type"": ""Point""}";39.47584808108047, -0.3359335411529842
EXPLORADOR ANDRES;257080;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3481397245790224, 39.472463829838375], ""type"": ""Point""}";39.472463829838375, -0.3481397245790224
